RouteName,Location,URL,Avg Stars,Route Type,Rating
Klondike,North Face & Northwest Corner > Devils Tower > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,"Trad, Sport",5.10a R
Death Flake from HELL,Wall of Denial > Ten Sleep Canyon > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Exterminator,Pooh Corner > Ten Sleep Canyon > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10-
Plinko,After 5 Crag > Dry Wall > Ten Sleep Canyon > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Thor,World Domination > Mondo Beyondo > Ten Sleep Canyon > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Honky Tonkin',Honky Tonk > Old Road Crags > Ten Sleep Canyon > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Wingman,First Round Wall Right > First Round Wall > Happy Hour Wall > Jackson Hole Mountain Resort > Jackson Hole > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,"Sport, Alpine",5.10a
Monkey Flower,(a) West Sector > Rock Springs Buttress > Jackson Hole > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,"Sport, Alpine",5.10a
Alive in Wyoming,Rodeo Wall > Jackson Hole > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Shadow Monarchy,The Hall of Hidden Kings > North Fork > Swift Creek Canyon > Jackson Hole > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
La Bamba,3. McFlatus Roof Area > Hoback Shield > Jackson Hole > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Lysol Injection,Quarantine Wall > Wilson Canyon > Jackson Hole > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Zeus Faber (John Dory),The Reef > Mount Glory > Teton Pass > Jackson Hole > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Arrested Development,Rancher Rock > Sweetwater Rocks > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a/b
Slabadellic,Grand Wall > Teton Canyon > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10-
Glen Morangie,The Single Malt Wall > Lower Canyon Granite > Cody > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Fuck the Police,West End > East Bridge Bands > Cody > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a/b
Mind Games,The Island > The Island Area > Cody > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,"Sport, Alpine",5.10a
Silent Spaz,The Tunnel Wall > The Island Area > Cody > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Wet N' Black,Warm Up Wall > The Green Mile > The Island Area > Cody > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Try My Nutz,Warm Up Wall > The Green Mile > The Island Area > Cody > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Vulpus Vulpus,Trap Line Wall > The Green Mile > The Island Area > Cody > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Maiden,The Mud Puppy > The Spires > Cody > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Cold Cauldron,The Silver Dollar (A-WOL) > The Spires > Cody > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,4,Sport,5.10-
Calypso,The Curl > The Book Pages Mound > Southwest Ridge of Reese Mtn > Reese Mountain > Laramie Peak Wildlife Habitat Management Area > Laramie Range > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
North American Pre-Clovis,Rendezvous Buttress > HightowerSW > Southwest Ridge of Reese Mtn > Reese Mountain > Laramie Peak Wildlife Habitat Management Area > Laramie Range > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Trad, Sport",5.10a
Fizzle of Zach Attach,The Red Clove Wall > Area 5:  Red and White Grotto Walls > Guernsey State Park > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Woody Pecker,The Red Clove Wall > Area 5:  Red and White Grotto Walls > Guernsey State Park > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Forecasting Mistakes,The Red Clove Wall > Area 5:  Red and White Grotto Walls > Guernsey State Park > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
"Not a ""D"" Cup In Sight",The Red Clove Wall > Area 5:  Red and White Grotto Walls > Guernsey State Park > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Action Candy,Killer Cave > Sinks Canyon > Lander Area > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Sorta Maybe Kinda Wild,3. The Marxism Wall > 1. Fairfield East > Fairfield Hill > Sinks Canyon > Lander Area > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Manifest Destiny,2. Spooky Tooth Area > 3. Fairfield West > Fairfield Hill > Sinks Canyon > Lander Area > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a
Surround Sound,Heavy Metal Rock Band > Shady Side > Sinks Canyon > Lander Area > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Red Rider,"3. Saddle Tramp > 2. Central (Blooming Rose, Claim Jumper, Saddle Tramp) > OK Corral > Wild Iris > Lander Area > Wyoming",https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
All He's Ever Gonna Have,The Aspen Glade > Aspen Glade > Wild Iris > Lander Area > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Stone Cold,Shadow Wall > Tongue River Canyon > Eastern Big Horns > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Young Guns,Music Wall > Tongue River Canyon > Eastern Big Horns > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Lyle's Route,Waterstreak Wall > Tongue River Canyon > Eastern Big Horns > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Stimulant Wings,Taurine Corridor > Lamburger Rock > Eastern Big Horns > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Chosspector's Choice Nugs,Trailside Wall > Piney Creek Canyon > Eastern Big Horns > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a/b
Box of Chocolates,The College > Green River > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a/b
Convection,Rawlins Uplift: Solar Sanctuary > Rawlins Area > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Aretsky,Party Dome > Vedauwoo > Laramie Area > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, TR",5.10a
Alien Dave,Beehive Buttress > Vedauwoo > Laramie Area > Wyoming,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
Bragging About Jesus,"Lower Blair III > Lower Blair I, II, III, and vicinity > Blair (overview) > Vedauwoo > Laramie Area > Wyoming",https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
A Fraction of the Action,Tiger Stripe Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Bottomless Pit,The Black Hole > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10-
Mongol Hoarde,Civilization Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Divine Comedy,Dante's Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Climbing on a Prayer,Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Climber’s Paradise,Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10-
Cocopuss,Coco Crag > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10-
Crimson Creem,Ranch Hands Crag > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Which Hunters,The Observatory > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Bittersweet,6. North End > Rainbow Canyon > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Feel No Evil,6. The Souls Slab > The Hood > Kyle Canyon > Mount Charleston > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
Open Road,Central Slab Area > The Imagination Wall > Kyle Canyon > Mount Charleston > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Himalayan Siren,Left Side > Universal Wall > Kyle Canyon > Mount Charleston > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Captain's Table,Left Side > Universal Wall > Kyle Canyon > Mount Charleston > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Undisciplined,Left Side > Universal Wall > Kyle Canyon > Mount Charleston > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Duke of Swirl,The Observatory > Route 158 > Mount Charleston > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Toolbox Talk,Ghetto Wall > Lone Mountain > La Madre Range > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Dowsing Rod,Water World > Box Canyon > La Madre Range > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Fike It Till You Make It,Rodeo Wall > La Madre Range > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Flake of the Sheeple,Sheeple's Wall > Dreamland Gully > La Madre North > La Madre Range > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Sheeple Of The People,Sheeple's Wall > Dreamland Gully > La Madre North > La Madre Range > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Ichabod's Icicles,Clean Slate Wall > Lower Cliffs > Sleepy Hollow > West Side > Mount Potosi > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Tempered Tantrum,Tantrum Wall > Upper Cliffs > Sleepy Hollow > West Side > Mount Potosi > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
RBI,The Upper Deck > Upper Cliffs > Sleepy Hollow > West Side > Mount Potosi > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Ichabod's Poop Chute,Spit Roasted Wall > Upper Cliffs > Sleepy Hollow > West Side > Mount Potosi > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3.7,Sport,5.10a
Peasant at the Diner,Cuzcotopia > Comedy Crags > North Side > Mount Potosi > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Mouth Stuff,3) Immunity Sector > Wall of Misfortune > Mormon Mountains > Southern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
See You Later Owligator,2. B'Owl Obstruction Wall > Owl Rock > Reno Area > Western Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Back of Beyond,The Molar > Lone Mountain > Western Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Multigrain,Troll > Lone Mountain > Western Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Splooty,The Cleft > Paradise Valley > Santa Rosa Range > Western Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,"Sport, TR, Alpine",5.10a
Geckos Showing Off,Gecko Wall > Lamoille Canyon > Eastern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, Alpine",5.10a
Sidewinder,Sport Rocks (a.k.a. Flinstonehenge) > Lamoille Canyon > Eastern Nevada > Nevada,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Sport, TR, Alpine",5.10a
Off With His Chickenhead!,Castle Rock > Castle Rock Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Coronation,Castle Rock > Castle Rock Area > Village of Oak Creek > Sedona Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Surface Tension,Lower Flailing Wall > Bright Angel Walls > Grand Canyon > Northern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Free Refills,The Pharmacy > Cave Springs > Oak Creek Canyon > Northern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a/b
Black Russian,Eastern Block > Black Mountains - Golden Valley > Kingman Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
The Big Easy,Dall Wall > Black Mountains - Golden Valley > Kingman Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Lucky U,Beale St West > Beale St Wall > Kingman Area > Northern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,"Sport, TR",5.10a/b
Karlsberg,Swiss Wall > Jacks Canyon > Winslow- Hwy’s 87 & 99 Corridors > Northern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Short Stuff,Powerline Crag > Winslow- Hwy’s 87 & 99 Corridors > Northern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Unknown 2,Kiddie Pool Area > Renegade > East Clear Creek > Winslow- Hwy’s 87 & 99 Corridors > Northern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Leggo My Ego,Kiddie Pool Area > Renegade > East Clear Creek > Winslow- Hwy’s 87 & 99 Corridors > Northern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
That Route,Sauce Wall > Renegade > East Clear Creek > Winslow- Hwy’s 87 & 99 Corridors > Northern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Pocket Puzzle,The Pond > Queen Creek Canyon > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
Arete Horizon,The Pond > Queen Creek Canyon > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Neptune,Atlantis North Side > Atlantis > Queen Creek Canyon > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Damsel's Arete,Glitter Box Area > Lower Devil's Canyon > Queen Creek Canyon > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
L.S.D.,Wall Drug > The Torch > The Refuge > Lower Devil's Canyon > Queen Creek Canyon > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Palace of Westminster,Little England Wall > Queen Creek Canyon > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10-
Illegal Dihedral,Stormwatch Wall > Northern Devils Canyon > Queen Creek Canyon > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
California sunshine,Power tower > Northern Devils Canyon > Queen Creek Canyon > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Volcano Man,Diamond Buttress > Queen Creek Canyon > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Life twists,Diamond Buttress > Queen Creek Canyon > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
"Go Ahead, Make My Day",The Movie Quote Wall > The Homestead > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
BYOB,Coon Bluff > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a/b
Cast Away,Treehouse Wall > Crags along the Peavine Trail > Granite Dells > **Prescott Area > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
Amber Waves of Grain,Shady Grove > The Oasis > Granite Gardens > Granite Dells > **Prescott Area > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,"Sport, TR",5.10-
Even Corndogs Get the Blues,The Corndog Wall > The Oasis > Granite Gardens > Granite Dells > **Prescott Area > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Black Cleft,Valerie's Book Area > The Promised Land > **Prescott Area > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Loafer's Choice,Loafer's Choice Slab > Pinnacle Peak > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Made in The Shade,Mogul Wall > Little Granite Mountain > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Wait until Dark,Beardsley Roped Routes > Beardsley Boulders Area > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,4,"Sport, TR",5.10-
Afternoon Delight,Bob Ross Wall > Wildlife Canyon (Closures in Effect) > South Mountain > **Phoenix Areas > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
Breathe,Upper Wall > Exit Gorge > Christopher Creek Gorge > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Pixie Bell,Southern Wall > Christopher Creek Gorge > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Blurry Vision,Yodel Wall > Christopher Creek Gorge > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Eye of Sauron,Mordor > Christopher Creek Gorge > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Forrest,Shoen's Dam > Central Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3.6,"Sport, TR",5.10-
Love Lettuce,Carnivore Pinnacle & Lappy McDome > Sheepshead Area (Southwest) > West Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10-
Crystal Gardens,Carnivore Pinnacle & Lappy McDome > Sheepshead Area (Southwest) > West Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Isle of You,Trad Rock > Isle of Ewe > West Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Cactus Love Bombs,The Attic > Isle of Ewe > West Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Paleface,Paleface Slab > West Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a
Community Service,Main Wall > La Milagrosa Canyon > Southern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Julian's Journey,Cactus Ranch > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
"I Wanna Be A Visigoth, Baby!",The Athenaeum (Main Wall) > The Agora > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10-
Unknown 5.10-,Ripple Wall > 2 - Bear Canyon > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10-
Hot And Wet,Your Mom's Basement > The Jenga Tower and Your Mom's Basement > 6 - Mid-Mountain > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Raiders of the Lost Crack,5 - Whippersnapper Wall > The Farmhouse > Southern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
Postcards to Pinetop,Wall of Northern Arizona > The Biscuit > Southern Arizona > Arizona,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a/b
Cokes and Crowbars,Skeletal Remains > Spearfish Canyon > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
Everything's Big In Texas,Fat Grandma > Big Picture Gully > Spearfish Canyon > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Morning Dew,Bradyism Wall > Big Picture Gully > Spearfish Canyon > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Marsha! Marsha! Marsha!,Bradyism Wall > Big Picture Gully > Spearfish Canyon > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3.6,Sport,5.10a
Blonde Ambition,Bradyism Wall > Big Picture Gully > Spearfish Canyon > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
Totally Flaked,Head Shop Wall > The Mohican > Spearfish Canyon > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a
Tasting Time,Indecent Exposure > Blue Sky > Spearfish Canyon > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10-
Black Sheets of Rain,Big Black Face > Sunshine > Spearfish Canyon > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a/b
Corn Route,"Euphamiah Beresford Memorial Wall a.k.a. ""The Butt Rocks Wall"" > Sunshine > Spearfish Canyon > South Dakota",https://www.mountainproject.com/route/126021843/bad-is-good,2.8,Sport,5.10a
July 4th,"Euphamiah Beresford Memorial Wall a.k.a. ""The Butt Rocks Wall"" > Sunshine > Spearfish Canyon > South Dakota",https://www.mountainproject.com/route/126021843/bad-is-good,3.6,Sport,5.10a
Shaggy - 2 - Slope,Slim Shady Wall > Shadowlands > Spearfish Canyon > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3.1,Sport,5.10a
The Roach,Upper Danks > The Danks > Spearfish Canyon > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a
The Summer of our Discount Tent,Holy Hanna > Hanna Road Crags > Spearfish Canyon > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Pile driver to the face,Main wall > Nacho > Spearfish Canyon > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10a
Attack of the Wizard Cows,Spire One > Cathedral Spires > Custer State Park > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3.3,Sport,5.10-
Laughing Gas,Incisor > Picket Fence > Custer State Park > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a/b
Zeus,The Galaxy > Moonlight Ridge > Custer State Park > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Trad, Sport",5.10a
Nebulous,Thin Fin > Moonlight Ridge > Custer State Park > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3.6,Sport,5.10a
Hardrocker,Inner Outlet > Outlets > Sylvan Lake > Custer State Park > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,"Trad, Sport",5.10a
Water Under the Bridge,Water Horse > Sunday Gulch > Outlets > Sylvan Lake > Custer State Park > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a
Forgotten Roots,Rapa Nui ( Easter Island) > Outlets > Sylvan Lake > Custer State Park > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10a PG13
The Handie,The DMZ > The VC > Rapid City Area > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a/b
Fortune Cookie,The Duck Wall > The VC > Rapid City Area > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,2.9,Sport,5.10a/b
Medusa,Bethlehem > Rapid City Area > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,Sport,5.10a
Fish Food,Overlook North > Dells Of The Sioux River > East Side SD > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Same Name,Hardman's Hideout > Dells Of The Sioux River > East Side SD > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,"Sport, TR",5.10a/b
Be a Believer,Community Cove > Dells Of The Sioux River > East Side SD > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,"Sport, TR",5.10a
Dog Days of Summer,Weather Watchers Wall > Raspberry Rocks > Iron Mountain > The Needles Of Rushmore > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3.5,"Trad, Sport",5.10a
L2 - Wargasm,The Big Gash > Iron Mountain > The Needles Of Rushmore > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Trad, Sport",5.10a
L4 - The Deafening Roar of Silence,The Big Gash > Iron Mountain > The Needles Of Rushmore > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3,Sport,5.10a
Emergency Snow Route,Pine Tree Rock > Chopping Block > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3.2,Sport,5.10a
Love Above,The Love Knob > Wrinkled Rock Campground > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3,"Trad, Sport",5.10- PG13
Moonstone,Middle Marker Area > Marker > Magna Carta > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3.4,Sport,5.10-
Don't Stahl,Middle Marker Area > Marker > Magna Carta > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota,https://www.mountainproject.com/route/126021843/bad-is-good,3.6,Sport,5.10a/b
